permid,isin,issuer_name,str_001_s,str_002_ec,str_003_ec,str_004_asec,str_005_ec,cs_001_sec,gp_esccp,cs_003_sec,cs_002_ec,str_006_sec,str_007_sect,gp_esccp_22,gp_esccp_25,gp_esccp_30,art_8_basicos,str_003b_ec,new_exclusion,exclusion_list
5050305877,US61768CBR79,Morgan Stanley Finance LLC,,,,,,,,FLAG,,,,,,,,,False,[]
4298165306,XS1242789615,BOCI Financial Products Ltd,,,,,,,,OK,,,,,,,,,False,[]
4296470941,XS1647069746,Barclays Bank PLC,EXCLUDED,EXCLUDED,EXCLUDED,EXCLUDED,EXCLUDED,EXCLUDED,,,EXCLUDED,EXCLUDED,EXCLUDED,,,,,EXCLUDED,True,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_004_asec', 'str_005_ec', 'cs_001_sec', 'cs_002_ec', 'str_006_sec', 'str_007_sect', 'str_003b_ec']"
4296420951,XS0226822376,DZ BANK AG Deutsche Zentral Genossenschaftsbank Frankfurt am Main,,,,OK,,OK,,,,,OK,,,,,,False,[]
5000804106,US90276JMG84,UBS AG (London Branch),,,,,,,,OK,,,,,,,,,False,[]
5036159086,XS1853063136,SG Issuer SA,,,,,,,,OK,,,,,,,,,False,[]
5000076412,XS1336065724,Morgan Stanley & Co International PLC,,,,FLAG,,FLAG,,FLAG,,,FLAG,,,,,,False,[]
8589934160,XS1434682081,European Bank for Reconstruction and Development,,,,OK,,OK,,,,,OK,,,,,,False,[]
5050707760,XS2069312648,Jpmorgan Chase Financial Company LLC,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4296858866,XS1686428068,BNP Paribas Issuance BV,,,,,,,,OK,,,,,,,,,False,[]
4295883019,XS1199912343,Banque Internationale a Luxembourg SA,,,,,,,,OK,,,,,,,,,False,[]
4296785143,DE000CS8DMH2,Credit Suisse Ag London Branch,,,,,,,,OK,,,,,,,,,False,[]
4297647222,XS1515011689,JP Morgan Structured Products BV,OK,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
4296859137,XS1659646324,Hongkong and Shanghai Banking Corporation Ltd,,,,,,,,OK,,,,,,,,,False,[]
4296126537,XS1428991324,Standard Chartered Bank,,,,,,OK,,,,,,,,,EXCLUDED,,True,['art_8_basicos']
4295869810,DE000SE86XD4,Societe Generale Effekten GmbH,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4298318398,XS1250040323,Volkswagen Finans Sverige AB,,,,OK,,OK,,,,,OK,,,,,,False,[]
4296555278,XS1350795883,Deutsche Bank Ag (London Branch),,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4296063555,XS1668146852,Banque Federative du Credit Mutuel SA,,,,EXCLUDED,,EXCLUDED,,,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'str_007_sect']"
4297304387,FR0124772098,Caisse des Depots et Consignations,,,,OK,,OK,,,,,OK,,,,,,False,[]
5000050762,FR0123001580,Caisse Regionale de Credit Agricole Mutuel Brie Picardie,EXCLUDED,,,EXCLUDED,,EXCLUDED,,,,EXCLUDED,EXCLUDED,,,,,,True,"['str_001_s', 'str_004_asec', 'cs_001_sec', 'str_006_sec', 'str_007_sect']"
5000084509,XS1732465791,Bpce SA,,,,,,OK,,,,,,,,,,,False,[]
5001168240,XS1416558846,Mitsubishi Ufj Trust and Banking Corp (London Branch),,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4296999124,XS1917357904,Korea Development Bank (London Branch),,,,EXCLUDED,,EXCLUDED,,,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'str_007_sect']"
4296416132,XS1830411424,Lloyds Bank PLC,FLAG,,FLAG,FLAG,,,,FLAG,,FLAG,FLAG,,,,FLAG,,False,[]
5000016911,FR0125087165,Natixis SA,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5000071547,XS1416551916,Santander Consumer Finance SA,FLAG,,FLAG,FLAG,,,,FLAG,,FLAG,FLAG,,,,FLAG,,False,[]
5000041150,FR0124822208,Electricite de France SA,,,,,,,,OK,,,,,,,,,False,[]
4297420314,XS1425420996,Santander International Products PLC,FLAG,,FLAG,FLAG,,,,FLAG,,FLAG,FLAG,,,,FLAG,,False,[]
5056409609,XS2098075133,Guotai Junan Financial Products Ltd,,,,OK,,OK,,,,,OK,,,,,,False,[]
4296543239,XS0354173030,Nederlandse Waterschapsbank NV,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5000700735,XS1084305678,China Construction Bank Corp (Sydney Branch),,,,,,,,OK,,,,,,,,,False,[]
4295884742,XS0353766669,Bng Bank NV,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5000760068,DE000CX2B6J7,Citigroup Global Markets Europe AG,,,,,,,,OK,,,,,,,,,False,[]
4295867473,FR0125918468,Veolia Environnement SA,,,,OK,,OK,,,,,OK,,,,,,False,[]
8589934264,FR0123724306,Jyske Bank A/S,,,,OK,,OK,,,,,OK,,,,,,False,[]
4296537676,XS1432614680,Instituto de Credito Oficial,,,,,,,,OK,,,,,,,,,False,[]
5055943371,XS2094259129,Single Platform Investment Repackaging Entity SA,,,,,,,,OK,,,,,,,,,False,[]
5041979720,XS1135628623,Natixis Structured Issuance SA,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295866732,FR0126024076,Savencia SA,,,,OK,,OK,,,,OK,OK,,,,,,False,[]
4295868464,FR0125401689,Iliad SA,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5045856696,XS2100417372,Industrial and Commercial Bank of China Ltd (London Branch),,,,OK,,OK,,,,,OK,,,,,,False,[]
4296540381,XS2095766601,Volkswagen Financial Services AG,,,,OK,,OK,,,,,OK,,,,,,False,[]
5001433892,INE027214118,BOB Financial Solutions Ltd,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4297341136,PTB46UJM0008,Greenvolt Energias Renovaveis SA,,,,,,,,OK,,,,,,,,,False,[]
4295866806,FR0124666761,Engie SA,,,,,,OK,,OK,OK,,,,,,,,False,[]
5000062090,XS0075272335,Sumitomo Mitsui Banking Corporation of Canada,,,,,,,,OK,,,,,,,,,False,[]
5000593380,US15963TGN37,Chariot Funding LLC,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5000036007,MX0FBA070774,Banco Mercantil del Norte SA Institucion de Banca Multiple Grupo Financiero Banorte,,,,,,,,OK,,,,,,,,,False,[]
4296424232,KR3102037L38,Korea Development Bank,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5030787585,US63376DLF05,National Bank of Kuwait (New York Branch),,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5000728392,HK0000274032,China Development Bank (Hong Kong Branch),,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5000048673,DE000HW3F7M5,UniCredit Bank AG,,,,,,OK,,,,,,,,,,,False,[]
4298528922,MX0ICI090IV9,Cibanco SA Institucion de Banca Multiple,OK,,,OK,,OK,,,,OK,OK,,,,,,False,[]
4297628588,BRBBHIC03Q12,Banco BOCOM BBM SA,,,,,,,,OK,,,,,,,,,False,[]
5046279622,JP3386720001,JERA Co Inc,,,,,,,,OK,,,,,,,,,False,[]
5047643874,XS1440210455,China Construction Bank Corporation (London Branch),,,,OK,,OK,,,,,OK,,,,,,False,[]
5000588708,XS1247922310,Korea Development Bank (New York Branch),,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4297843779,XS1127482617,Credit Agricole CIB Financial Solutions SA,,,,,,,,OK,,,,,,,,,False,[]
8589934163,XS1111100266,African Development Bank,,,,,,,,OK,,,,,,,,,False,[]
4297313816,XS1135385547,Dexia Credit Local SA,,,,,,,,OK,,,,,,,,,False,[]
5000701292,XS2151621179,Industrial and Commercial Bank of China Ltd (Sydney Branch),,,,OK,,OK,,,,,OK,,,,,,False,[]
4295869049,DE000A26SCQ4,RWE AG,,,,,,,,,OK,,,,OK,,,,False,[]
4295870171,XS1916022186,Allianz SE,,,,,,,,FLAG,,,,,,,,,False,[]
4295867538,FR0126069576,Vinci SA,,,,,,,,OK,,,,,,,,,False,[]
5000040647,XS2523900814,Icbc London PLC,,,,OK,,OK,,,,,OK,,,,,,False,[]
4296823812,XS1719751155,DBS Bank Ltd,,,,,,,,OK,,,,,,,,,False,[]
5038064157,XS1474175780,Itau BBA International PLC,,,,OK,,OK,,,,,OK,,,,,,False,[]
4295895566,XS1109372299,HSBC Bank PLC,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5000683908,FR0125035990,Industrial and Commercial Bank of China Ltd (Luxembourg Branch),,,,OK,,OK,,,,,OK,,,,,,False,[]
5000604368,XS1280572188,Ocean Breeze Finance SA,OK,,,,,,,,,,,,,,,,False,[]
4295866614,FR0126023631,Sodexo SA,,,,,,,,OK,,,,,,,,,False,[]
4296669910,GB00BJ7BFN63,Morgan Stanley BV,,,,FLAG,,FLAG,,FLAG,,,FLAG,,,,,,False,[]
5001167847,XS1431756698,The Norinchukin Bank (London Branch),OK,,,OK,,OK,,,,,OK,,,,,,False,[]
4295866981,FR0125353229,LNA Sante SA,,,,,,,,OK,,,,,,,,,False,[]
5000263732,XS1419860231,Mizuho Bank Ltd (London Branch),,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5033563542,MX0IBA1B0OJ9,Banco Autofin Mexico Sa,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4295867226,FR0125350795,Bouygues SA,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
8589934570,JP500102AJ60,International Bank for Reconstruction and Development,,,,,,,,OK,,,,,,,,,False,[]
5000068749,MYBDN0706817,Standard Chartered Bank Malaysia Bhd,EXCLUDED,,EXCLUDED,EXCLUDED,,,,FLAG,,EXCLUDED,EXCLUDED,,,,EXCLUDED,,True,"['str_001_s', 'str_003_ec', 'str_004_asec', 'str_006_sec', 'str_007_sect', 'art_8_basicos']"
5000010483,MYBUI2000536,Toyota Capital Malaysia Sdn Bhd,,,,,,,,OK,,,,,,,,,False,[]
5069474212,MYBUE2001293,Potensi Angkasa Sdn Bhd,OK,,,,,,,,,OK,,,,,,,False,[]
4295883377,MYBSB1902475,AEON CO (M) Bhd,,,,,,,,OK,,,,,,,,,False,[]
4298061891,MYBUJ0700739,Inverfin Sdn Bhd,,,,,,,,OK,,,,,,,,,False,[]
5073345993,MYBUI2101755,Tumpuan Azam Sdn Bhd,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5000049880,MYBDJ0513427,Antara Steel Mills Sdn Bhd,OK,,,,,,,,,OK,,,,,,,False,[]
5000089102,MX3PPM010007,Petroleos Mexicanos,EXCLUDED,,EXCLUDED,,,,,,,EXCLUDED,,,,,EXCLUDED,,True,"['str_001_s', 'str_003_ec', 'str_006_sec', 'art_8_basicos']"
4295884337,MXP37106ABQ9,Grupo Financiero HSBC SA de CV,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5000003458,MYBDN00101E6,SAJ Holdings Sdn Bhd,OK,,,OK,,OK,,,,OK,OK,,,,,,False,[]
5073346089,MYBUK2000433,Laksana Positif Sdn Bhd,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5063729283,MYBVI1802245,Osk I CM Sdn Bhd,OK,,,,,,,,,OK,,,,,,,False,[]
4297247445,MYBPU0900369,Lebuhraya Kajang-Seremban Sdn Bhd,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5042255844,MYBUG1800419,Eco Botanic Sdn Bhd,OK,,,OK,,OK,,,,OK,OK,,,,,,False,[]
5000074427,MYBDF0601055,Segari Energy Ventures Sdn Bhd,,,,OK,,OK,,,,,OK,,,,,,False,[]
5000050443,MYBDL0302462,PETRONAS Chemicals Fertiliser Kedah Sdn Bhd,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295884288,MX91PE070029,Industrias Penoles SAB de CV,,,,,,,,OK,,,,,,,,,False,[]
4295884052,MYA004433001,Steppe Cement Ltd,,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
4295884301,MXP6458Q1586,Grupo Industrial Maseca SAB de CV,,,,,,,,OK,,,,,,,,,False,[]
5040201896,MYBVF1501249,Jana Kapital Sdn Bhd,,,,,,,,OK,,,,,,,,,False,[]
5037935973,MYBVF1301822,Tanjung Bin O&M Bhd,,,,OK,,OK,,,,,OK,,,,,,False,[]
4296566103,FR0111349108,CA Consumer Finance SA,,,,,,,,OK,,,,,,,,,False,[]
4295873736,INE660A07PM3,Sundaram Finance Ltd,,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
4295866679,FR0123775936,Credit Industriel et Commercial SA,,,,EXCLUDED,,EXCLUDED,,,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'str_007_sect']"
5001204548,XS1406986791,DZ Privatbank SA,,,,OK,,OK,,,,,OK,,,,,,False,[]
4295889287,ES0530670YC5,Endesa SA,,,,,,OK,,OK,,,,,,,,,False,[]
5038044574,FR0123812325,Sfil SA,,,,,,,,OK,,,,,,,,,False,[]
5037058667,INE241O07564,Edelweiss Finvest Ltd,,,,OK,,OK,,,,,OK,,,,,,False,[]
8589934311,FR0000104721,Credit Lyonnais SA,,,,,,,,OK,,,,,,,,,False,[]
5000066088,INE929O14206,Reliance Retail Ventures Ltd,,,,,,,,OK,,,,,,,,,False,[]
5046709928,XS2101403017,China Construction Bank Corporation SA (Luxembourg Branch),,,,OK,,OK,,,,,OK,,,,,,False,[]
5000042454,US2332K1RP75,DNB Bank ASA,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4296091895,INE700G14496,HDFC Securities Ltd,,,,,,,,OK,,,,,,,,,False,[]
5001100871,US51489GM120,Landesbank Hessen-Thueringen Girozentrale (New York Branch),OK,,,OK,,OK,,,,OK,OK,,,,,,False,[]
4295977978,INE916D14S54,Kotak Mahindra Prime Ltd,,,,,,,,OK,,,,,,,,,False,[]
5001167814,XS1429813519,Bank of China,,,,OK,,OK,,,,,OK,,,,,,False,[]
4295874037,INE865C14FX8,Aditya Birla Money Ltd,,,,OK,,OK,,,,OK,OK,,,,,,False,[]
4296771984,XS0132759472,Toyota Motor Finance Netherlands BV,,,,,,,,OK,,,,,,,,,False,[]
5000058749,XS1346646067,Agricultural Bank of China Ltd (Hong Kong Branch),,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5000050863,XS2100794754,Bank of America Europe DAC,,,,,,,,OK,,,,,,,,,False,[]
5001110470,GB00BHLFWS47,Citibank NA (London Branch),,,,,,,,OK,,,,,,,,,False,[]
4295869477,XS0076143493,Bayerische Landesbank,,OK,OK,,OK,,,,,OK,,,,,,OK,False,[]
4295878063,XS1167633467,Mizuho Bank Ltd,,,,,,,,OK,,,,,,,,,False,[]
5001099517,XS1235143606,Managed and Enhanced Tap Magenta Funding ST SA,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5045505214,XS2511262672,AON Global Holdings PLC,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
8589934258,DE000A0B1DB3,Landesbank Hessen Thueringen Girozentrale,OK,,,,,,,,,OK,,,,,,,False,[]
4296537663,XS0109063858,International Finance Corp,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5001426741,XS2107310323,ENEL Finance International NV,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4297655273,FR0125348823,Rte Reseau de Transport d Electricite SA,,,,,,,,OK,,,,,,,,,False,[]
5000068942,XS2346583367,International Development Association,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295867297,FR0123846281,Banque Palatine SA,,,,OK,,OK,,,,,OK,,,,,,False,[]
4295868605,FR0126030446,Vicat SA,,,,,,,,OK,,,,,,,,,False,[]
4297220581,FR0107882625,Credit Agricole Corporate and Investment Bank SA,,,,,,,,OK,,,,,,,,,False,[]
4295872983,INE245A08117,Tata Power Company Ltd,,,,,,,,,,,,,,OK,,,False,[]
4296446474,SK4120004326,Ceskoslovenska Obchodni Banka as,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5037956747,BRAMBPDBS008,Ambipar Participacoes e Empreendimentos SA,,,,,,,,OK,,,,,,,,,False,[]
5000040021,FR0123664668,Caisse Regionale de Credit Agricole Mutuel du Nord Est,,,,,,,,OK,,,,,,,,,False,[]
4295881326,KR6037626S41,Mirae Asset Securities Co Ltd,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4295881097,KR6692317WC1,NH Investment&Securities Co Ltd,,,,,,,,OK,,,,,,,,,False,[]
4296669697,XS1680860837,MUFG Securities EMEA PLC,,,,,,,,OK,,,,,,,,,False,[]
4296543372,XS0148281255,Credit Agricole CIB Financial Products (Guernsey) Ltd,,,,,,,,OK,,,,,,,,,False,[]
8589934305,XS0279082175,Danske Bank A/S,,,,,,,,OK,,,,,,,,,False,[]
5036782704,XS0078838546,Belfius Financing Company SA,,,,,,,,OK,,,,,,,,,False,[]
4295867385,FR0123742118,Renault SA,,,,,,,,OK,,,,,,,,,False,[]
5001195362,XS0674647960,Arlo XIV Ltd,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4295884497,MA0000092843,Attijariwafa Bank SA,,,,OK,,OK,,,,,OK,,,,,,False,[]
8589934190,FR0124770514,Svenska Handelsbanken AB,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5000071017,INE522S08103,Reliance Payment Solutions Ltd,,,,,,,,OK,,,,,,,,,False,[]
4295867836,FR0126779364,Altarea SCA,,,,,,,,OK,,,,,,,,,False,[]
5034172240,INE110L14PK6,Reliance Jio Infocomm Ltd,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4298505914,MX0IBA1E0M60,Banco Actinver SA Institucion de Banca Multiple Grupo Financiero Actinver,OK,,,,,,,,,,,,,,,,False,[]
4297307644,XS1936130399,Toyota Kreditbank GmbH,,,,,,,,OK,,,,,,,,,False,[]
4296717566,XS0947397302,Linde Finance BV,OK,,,,,,,,,,,,,,,,False,[]
4295889535,ES0582870D35,Sacyr SA,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4298078016,XS1349990553,ARLO XII Ltd,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5066592255,KR63101028B5,Kiwoom Capital Co Ltd,OK,,,,,,,,,OK,,,,,,,False,[]
4295869754,DE000A1R1A91,thyssenkrupp AG,,OK,OK,,,,,,,,,,,,,OK,False,[]
5045068117,XS1279307323,BNP Paribas Islamic Issuance BV,,,,,,,,OK,,,,,,,,,False,[]
5000030092,FR0125348963,ArcelorMittal SA,OK,OK,OK,,OK,OK,,OK,OK,OK,,,,,OK,OK,False,[]
4295867355,FR0123001598,Caisse Reg Credit Agri Mutuel Aquitaine SC,,,,,,,,OK,,,,,,,,,False,[]
4295982440,BE6296525619,KBC Bank NV,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5000045326,XS0505784453,Nykredit Bank A/S,OK,,,OK,,OK,,,,OK,OK,,,,,,False,[]
5000716749,XS2101531528,Wells Fargo Bank International Unlimited Co,,,,FLAG,,FLAG,,,,,FLAG,,,,,,False,[]
5050471497,KR6268601A82,Cellivery Therapeutics Inc,EXCLUDED,,,,,,,,,,,,,,,,True,['str_001_s']
4295889336,ES05329451D3,Tubacex SA,,,,,,,,OK,,,,,,,,,False,[]
4295872677,INE178A14GN9,Chennai Petroleum Corporation Ltd,,,,,,,,OK,,,,,,,,,False,[]
4295884978,XS2107328028,Nederlandse Gasunie NV,,,,,,OK,,OK,,,,,,,,,False,[]
5000107301,XS2306845707,ITT Industries Luxembourg SARL,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
4297887090,INE121J14051,Indus Towers Ltd,,,,OK,,OK,,,,,OK,,,,,,False,[]
4295884392,MX0FBI0210J7,Banco Invex SA Institucion de Banca Multiple Invex Grupo Financiero,,,,,,,,OK,,,,,,,,,False,[]
4296435746,XS0309312469,AIG Matched Funding Corp,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5000038915,XS0190349505,JP Morgan International Derivatives Ltd,OK,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
5001196719,INE498L14AR2,L&T Finance Holdings Ltd,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4298026444,XS0432117652,Goldman Sachs Financial Products Europe PLC,OK,,OK,OK,,OK,,OK,,OK,OK,,,,OK,,False,[]
4296615980,HK0000028826,Constellation Investment Ltd,OK,,,OK,,OK,,,,,OK,,,,,,False,[]
4297194109,XS0759326423,Merrill Lynch SA,,,,,,,,OK,,,,,,,,,False,[]
4295884631,XS0051523560,NIBC Bank NV,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4296720907,XS0307731959,Tokio Marine Financial Solutions Ltd,,,,,,,,OK,,,,,,,,,False,[]
4296775518,XS0180561861,Daiwa Securities Capital Markets Co Ltd,,,,,,,,OK,,,,,,,,,False,[]
4296540114,XS0124397505,Sumitomo Corporation Capital Europe PLC,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4296221708,XS0487650334,Signum Finance Cayman Ltd,OK,,OK,OK,,,,OK,,OK,OK,,,,OK,,False,[]
5000031886,XS1240166576,Earls Eight Ltd,OK,,,OK,,OK,,,,,OK,,,,,,False,[]
4296444342,XS1733997156,Export-Import Bank of Korea,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4296320036,XS0752392893,GS Financial Products International LP,OK,,OK,OK,,OK,,OK,,OK,OK,,,,OK,,False,[]
8589934162,XS1102507891,Asian Development Bank,,,,,,,,OK,,,,,,,,,False,[]
5037058799,INE918K07AS3,Edelweiss Finance & Investments Ltd,,,,OK,,OK,,,,,OK,,,,,,False,[]
5000068837,XS1824465642,Investec Bank PLC,,,,,,,,OK,,,,,,,,,False,[]
5000067050,XS1190709888,Societe Generale Luxembourg SA,,,,,,,,OK,,,,,,,,,False,[]
4298069726,US40055Q2T81,Gs Finance Corp,OK,,OK,OK,,,,OK,,OK,OK,,,,OK,,False,[]
4298011337,INE804I07W57,ECL Finance Ltd,,,,,,,,OK,,,,,,,,,False,[]
4295903157,US40429JAM99,HSBC Finance Corp,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4296540098,XS0103510904,SMBC International Finance NV,,,,,,,,OK,,,,,,,,,False,[]
4296565244,XS1237356842,Nomura International PLC,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5001209020,INE860H07DM0,Aditya Birla Finance Ltd,,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
5037247818,INE00XE07127,Muthoot Vehicle & Asset Finance Ltd,,,,OK,,OK,,,,,OK,,,,,,False,[]
5000023098,FR0125351686,CDC Habitat SA,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5000761472,FR0126069188,Bank of China Ltd (Paris Branch),,,,OK,,OK,,,,,OK,,,,,,False,[]
4296042711,FR0126041724,Kering Finance SNC,,,,,,,,OK,,,,,,,,,False,[]
5050925241,FR0126069600,GrandVision Finance BV,,,,OK,,OK,,,,,OK,,,,,,False,[]
5051775753,INE752P14621,Future Retail Ltd,,,,OK,,OK,,,,,OK,,,,,,False,[]
4296992266,FR0123825715,Caisse Regionale de Credit Agricole Mutuel des Cotes d'Armor,,,,,,,,OK,,,,,,,,,False,[]
4295868275,FR0123909691,Havas SA,OK,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
5000032257,FR0126069279,Coface SA,EXCLUDED,,,EXCLUDED,,EXCLUDED,,,,,EXCLUDED,,,,,,True,"['str_001_s', 'str_004_asec', 'cs_001_sec', 'str_007_sect']"
5052124010,XS2105736586,Barclays Bank UK PLC,,,,,,,,OK,,,,,,,,,False,[]
5000045045,BE6294046071,Bank J Van Breda & C NV,,,,OK,,OK,,,,,OK,,,,,,False,[]
4295899623,US038923AA69,Arbor Realty Trust Inc,OK,,,,,,,,,OK,,,,,,,False,[]
5000757929,FR0123001689,Caisse Regionale de Credit Agricole Mutuel Charente Perigord,,,,,,,,OK,,,,,,,,,False,[]
4295880553,GB00BDXNKT57,Mitsubishi UFJ Trust And Banking Corp,,,,,,,,OK,,,,,,,,,False,[]
4296552193,XS0424503240,ARV International Ltd,,,,,,,,OK,,,,,,,,,False,[]
4297057843,CH0012624067,La Poste SA,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5035468313,XS0436033707,JPMorgan Chase Bank NA (London Branch),,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5000060009,XS0306182113,Mitsui & Co Financial Services Europe BV,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4296547049,XS1441856256,Caterpillar International Finance DAC,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5051398686,NZAIID0423L4,Asian Infrastructure Investment Bank,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5001114920,US65602V3F10,Norinchukin Bank (New York Branch),OK,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5001167902,CA6068ZMNQ30,Mizuho Bank Ltd (Toronto Branch),,,,,,,,OK,,,,,,,,,False,[]
5064600216,INE01GA16020,DBS Bank India Ltd,,,,,,,,OK,,,,,,,,,False,[]
5056411041,US08653CAA45,BEST Inc,OK,,,,,,,,,OK,,,,,,,False,[]
4296693356,XS2288923357,KINTO Deutschland GmbH,,,,,,,,OK,,,,,,,,,False,[]
5000051871,XS1786085255,Arab Petroleum Investments Corp,,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
5080527100,US276480AQ39,Eastern Gas Transmission and Storage Inc,OK,,OK,,,,,,,OK,,,,,OK,,False,[]
4296080427,US85325TZG39,Standard Chartered Bank (New York Branch),EXCLUDED,,EXCLUDED,EXCLUDED,,,,FLAG,,EXCLUDED,EXCLUDED,,,,EXCLUDED,,True,"['str_001_s', 'str_003_ec', 'str_004_asec', 'str_006_sec', 'str_007_sect', 'art_8_basicos']"
5035416225,US82487A5J21,Shizuoka Bank Ltd (New York Branch),OK,,,,,,,,,,,,,,,,False,[]
5000064006,XS2101363120,Goldman Sachs International Bank,OK,,OK,OK,,,,OK,,OK,OK,,,,OK,,False,[]
5035095003,US16706B6R48,Chiba Bank Ltd (New York Branch),OK,,,OK,,OK,,,,OK,OK,,,,,,False,[]
4295905851,US138098AA66,Cantel Medical LLC,,,,EXCLUDED,,EXCLUDED,,,,EXCLUDED,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'str_006_sec', 'str_007_sect']"
4297031153,AT000B110135,Capital Bank Grawe Gruppe AG,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5000042147,XS1220699828,Goldman Sachs & Co LLC,OK,,OK,OK,,,,OK,,OK,OK,,,,OK,,False,[]
4296952377,FR0124504095,Natiocredibail SA,,,,,,,,OK,,,,,,,,,False,[]
5000613153,INE691I07950,L&T Infrastructure Finance Company Ltd,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4296543163,XS0274315935,JP Morgan Bank Dublin PLC,OK,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
4297085623,US94989R3L08,Wells Fargo Bank NA,,,,,,FLAG,,,,,,,,,,,False,[]
4296543244,XS1431736237,KommuneKredit,,,,OK,,OK,,,,,OK,,,,,,False,[]
4295911198,US744533BL37,Public Service Company Of Oklahoma,,,,,,,EXCLUDED,,EXCLUDED,,,EXCLUDED,EXCLUDED,EXCLUDED,,,True,"['gp_esccp', 'cs_002_ec', 'gp_esccp_22', 'gp_esccp_25', 'gp_esccp_30']"
